,date,cost,image path
0,2020-01-26,33.87,receipt0
1,2020-01-26,-1.0,receipt1
2,2020-01-26,-1.0,receipt2.jpg
3,2020-01-26,-1.0,receipt3.jpg
4,2020-01-26,5.18,receipt4.jpg
5,2020-01-26,5.18,receipt5.jpg
6,2020-01-26,5.18,receipt6.jpg
7,2020-01-26,5.18,receipt7.jpg
8,2020-01-26,5.18,receipt8.jpg
9,2020-01-26,5.18,receipt9.jpg
10,2020-01-26,5.18,receipt10.jpg
11,2020-01-26,5.18,receipt11.jpg
12,2020-01-26,5.18,receipt12.jpg
13,2020-01-26,5.18,receipt13.jpg
